id	approved	datestart	dateend	label	name	shortname	hashtag	homepage	presentation form	onlinebanner	city	country	venue	OSM-Link	lat	lon	coclink	Self-description	cfpdate	cfplink	type	tags	EntranceFee	Registration	ParticipantsLastTime	Main language	Main Organiser	Specialties	First Edition	Main Sponsors	Edition’s Topic	Technologies in use	Online Interactivity	Technical Liberties	Timezone	Twitter	Mastodon	Telegram	Git*	Instagram	LinkedIn	Facebook	Youtube		cancelled	replacement	replaces	cancellation_description
21125		20190814	20190818	Wikimania	Wikimania			https://wikimania2019.wikimedia.org/			Stockholm	SE													?																							
21126		20210915	20210917	OpenSym	OpenSym			http://opensym.org/ 	online-hybrid		Madrid	ES	Círculo de Bellas Artes de Madrid 	https://www.openstreetmap.org/way/4291319	40.4182	-3.69649	https://opensym.org/about-us/code-of-conduct/	<p>The 17th International Symposium on Open Collaboration (OpenSym 2021) is the premier conference on open collaboration research and practice, including open source, open data, open science, open education, wikis and related social media, Wikipedia, and IT-driven open innovation research.</p><p>OpenSym is the first conference series to bring together the different strands of open collaboration research and practice, seeking to create synergies and inspire new collaborations between people from computer science, information science, social science, humanities, and everyone interested in understanding open collaboration and how it is changing the world.</p><p>OpenSym 2021 will be a hybrid conference, from 15 – 17 September 2021. We will have on-line participants and participants physically in Madrid. We will have on-line sessions with on-line social activities and physical sessions in Madrid which will be broadcasted.</p>	20210603	https://opensym.org/os2021/call-for-papers/	Science Event	Open Collaboration	?	?	?	EN	OpenSym		2005				To be defined.	To be defined.	UTC+2	http://twitter.com/opensym												
21127	n/a	20190822	20190825	LVEE	Linux Vacation / Eastern Europe	LVEE		https://lvee.org/en/			Minsk	BY							20190804	https://lvee.org/en/reports/abstract					?																							
21128		20210909	20210912	Hacken Open Air	Hacken Open Air 2::21		hackenopenair	https://www.hackenopenair.de/			Gifhorn	DE	Pfadfinderheim Welfenhof	https://www.openstreetmap.org/#map=19/52.46289/10.60456	52.46289	10.60456	nococ	<p>Das Hacken Open Air ist feinstes Hacker-Camping, ausgerichtet vom Hackerspace Stratum 0. Wir versammeln uns zum gemütlichen Treffen mit Freunden und Bekannten.</p><p>Beim Hacken Open Air geht es um gemeinsames Basteln, Diskutieren und Grillen. Wir verzichten bewusst auf ein von uns organisiertes Vortragsprogramm. Stattdessen lassen wir euch Freiraum für selbstorganisierte Vorträge und Workshops.</p><p>Dieses Jahr campen wir am Pfadfinderheim Welfenhof in Gifhorn - 25km nördlich von Braunschweig.</p>			Camping, Unconference	Stratum 0	?	?	?	DE	Stratum 0																					
21129		20210721	20210725	GUADEC	GNOME Users And Developers European Conference	GUADEC	guadec	https://events.gnome.org/event/9/	online		The Internet						https://events.gnome.org/event/1/page/7-code-of-conduct	"<p>GUADEC is the GNOME community’s largest conference, bringing together hundreds of users, contributors, community members, and enthusiastic supporters together for a week of talks and workshops.Please note: due to the Coronavirus, GUADEC 2020 will be held online, and will return to Mexico in 2021. More details are available in <a href=""https://discourse.gnome.org/t/guadec-2020-moves-to-online-conference/3067"">GNOME's Discourse post</a>.</p>"	20210330	https://events.gnome.org/event/9/abstracts/	Project Event	Gnome	Zero	https://events.gnome.org/event/9/registrations/34/	?	EN	GNOME									https://twitter.com/GUADEC												
21130		20200828	20200906	Wuthering Bytes	Wuthering Bytes			https://wutheringbytes.com/			Hebden Bridge	GB		https://www.openstreetmap.org/node/31248812#map=13/53.7407/-2.0094	53.7407	-2.0094	nococ				Festival		?	?	?	EN	Andrew Back and Tim Harbour									http://twitter.com/wutheringbytes												
21131		20201002	20201005	ActivityPub Conference	ActivityPub Conference		apconf2020	https://conf.activitypub.rocks	online				On the internet				https://www.contributor-covenant.org/version/1/4/code-of-conduct/	<p>A conference about the present and future of ActivityPub, the world’s leading federated social web standard.</p><p>The 2020 virtual conference will include</p><ul><li>pre-recorded talks with live question and answer sessions</li><li>birds of a feather sessions</li><li>lightning round talks</li><li>a hackathon that follows the conference.</li></ul>	20200701	https://conf.activitypub.rocks/#cfp	Community Event	activitypub,fediverse	Zero	https://conf.activitypub.rocks/#register	First time online	EN							To be defined.	To be defined.														
21132		20210618	20210625	Akademy	Akademy			https://akademy.kde.org/2021	online				On the Internet						20210502	https://akademy.kde.org/2021/cfp	Project Event	KDE	Zero	Yes	?	EN	KDE e.V.	<p>Talks on the weekends - Birds-Of-Feather-Meetings, unconference sessions and wordkshops during the week</p>			The Future is Bright!						https://mastodon.technology/@kde											
21133		20190909	20190911	Linux Plumbers Conference	Linux Plumbers Conference			https://www.linuxplumbersconf.org/			Lisbon	PT													?																							
21134		20201013	20201016	LibreOffice Conference	LibreOffice Conference			https://conference.libreoffice.org/2020/	online		Nürnberg	DE						<p>Organizers of the openSUSE + LibreOffice Conference, along with the project’s boards, have made the decision to change the conference to an online conference.</p>	20200721	https://events.opensuse.org/	Project Event	Libre Office			?	EN							To be defined.	To be defined.	UTC+2													
21135	linux	20190911	20190912	Cloud Foundry Summit Europe	Cloud Foundry Summit Europe			https://www.cloudfoundry.org/event/eusummit2019/			The Hague	NL													?																							
21136	linux	20190912	20190912	Kernel Maintainer Summit	Kernel Maintainer Summit			https://events.linuxfoundation.org/events/linux-kernel-maintainer-summit-2019/			Lisbon	PT													?																							
21137		20211001	20211003	BalCCon2k21	Balkan Computer Congress 2021	BalCCon2k21	BalCCon2k21	https://2k21.balccon.org/ 	online				On the Internet					<p>Our major goal is to gather all the communities from the region and abroad so we can socialize, hack, play, learn, exchange knowledge and experience and of course, party together.</p><p>BalCCon is a non commercial, community organized event, with talks and workshops by the community for the community. We are aiming to become the center of the hacker community in the region as well as to provide an opportunity for all the people in this part of Europe to connect and to cooperate.</p>			Community Event	CCC	?	?	?	EN		Assembly space, Rakia Leaks				?				https://twitter.com/BalCC0n												
21138	off	20190914	20190914	TechParty	TechParty			http://techparty.online/			Madrid	ES													?																							
21139		20190914	20190915	Nextcloud conference	Nextcloud conference			https://nextcloud.com/conf/			Berlin	DE													?																							
21140		20210916	20210916	Bitkom Forum Open Source	Bitkom Forum Open Source			https://www.bitkom.org/bfoss19	offline-hybrid		Erfurt	DE	Steigerwaldstadion	https://www.openstreetmap.org/way/37437787	50.9603	11.0374		<p>Open Source ist in der deutschen Wirtschaft angekommen, das belegen die Zahlen des Bitkom Open Source Monitors 2019 ganz klar. Der Einsatz und die Nutzung von Open Source gehört für viele Unternehmen und Organisationen zum täglichen Geschäft und so fällt ein Bekenntnis zu Open Source durchweg positiv aus. Doch die weiteren Schritte und Möglichkeiten im Umgang mit Open Source sind häufig noch nicht so klar: Open Source, Ja! Und jetzt?</p><p>Das 7. Forum Open Source will sich mit den Chancen, Potenzialen und Möglichkeiten von Open Source auseinandersetzen und insbesondere beleuchten, wie Open Source erfolgreich in Organisationen gelebt werden kann.</p><p>Das Forum Open Source findet am Donnerstag, 16. September 2021, 10:00 – 17:00 Uhr  statt.</p><p>Nach aktuellem Stand planen wir eine Präsenzveranstaltung und haben dafür die Arena Erfurt im Steigerwaldstadion (Mozartallee 3, 99096 Erfurt (Lage)) optioniert. Sollte eine Präsenzveranstaltung auf Grund der weiteren Pandemie-Entwicklung nicht möglich sein, werden wir das Forum in einem Online-Format durchführen.</p><p>Die Teilnahme am Forum ist kostenfrei.</p>	20210326	https://www.bitkom.org/bfoss21	Business Event	Bitkom	Zero	https://www.bitkom.org/formular/AnmeldungBitkom-Forum-Open-Source-2021	?	DE	Bitkom																					
21141		20190917	20190920	Owncloud Conference	Owncloud Conference			https://conference.owncloud.org/			Nuremberg	DE													?																							
21142		20200902	20200906	End Summer Camp	End Summer Camp 2K20	ESC		https://www.endsummercamp.org/			Venezia Tessera	IT	Forte Bazzera	https://www.openstreetmap.org/#map=17/45.49790/12.33106	45.4979	12.32972	nococ	ESC è un incontro non-profit di persone interessate all'Hacking, al Software Libero e al DIY. Il contenuto dell'evento è in continua evoluzione e viene creato dai suoi partecipanti.			Camping, Community Event		?	?	?	?	?																					
21143		20190920	20190922	Datenspuren	Datenspuren			https://wiki.c3d2.de/Datenspuren_2019			Dresden	DE													?																							
21144		20190920	20190922	Hackmeeting	Hackmeeting			https://es.hackmeeting.org/hm/index.php?title=Hackmeeting2019			Errekaleor-Gasteiz	ES													?																							
21145		20190920	20190922	FixFest_Reparatur-Festival	FixFest_Reparatur-Festival			https://reparatur-festival.runder-tisch-reparatur.de/			Berlin	DE													?																							
21146		20210907	20210909	CH Open Workshop Tage	CH Open Workshop Tage 2021			https://workshoptage.ch/			Luzern	CH	HSLU Campus Rotkreuz (ZG)	https://www.openstreetmap.org/way/685237189	47.14349	8.43278	nococ	<p>An den Workshop-Tagen dreht sich während dreier Tage in verschiedenen, eintägigen Workshops alles um bekannte und aktuelle Themenwelten rund um Open Source Software und Technologien sowie Soft Skills aus diversen Bereichen. Es bleibt auch Zeit für den Austausch und das Networking. Ein Muss für alle OS-Liebhaber und Entdecker.</p>			Community Event		?	?	?	DE	CH Open																					
21147		20210924	20210925	JoomlaDay Germany	JoomlaDay Germany		JD21DE	https://www.joomladay.de/	online								nococ	<p>Auch dieses Jahr wird der JoomlaDay wieder online stattfinden.</p>	20200515	https://www.joomladay.de/call-for-papers	Project Event	Joomla	?	yes	?	DE							To be defined.	To be defined.	UTC+2													
21148		20210918	20210918	Software Freedom Day	Software Freedom Day	SFD	sfd	http://www.softwarefreedomday.org/													Global Day																											
21149		20210709	20210711	State of the Map	State of the Map	SotM 2021	sotm2021	https://2021.stateofthemap.org/	online	/img/eventbanners/2021/2021-sotm-logo-small.png 			On the Internet				https://2021.stateofthemap.org/codeofconduct/	<p>State of the Map 2021 is taking place online from July 9 to 11 2021. We have created an exciting program with you – the OpenStreetMap community. The conference will be held on the amazing virtual platform venueless. For the duration of the conference, there will be a video-stream of talks, panels, lightning talks and Q&A sessions. Additionally, there will be chat rooms for discussions and virtual sponsor booths, as well as interactive breakout sessions that can be booked by groups of mutual interest or used without prior planning.</p>	20210411	https://2021.stateofthemap.org/calls/general/	Community Event, Project Event	OSM,OpenStreetMap	Zero	https://2021.stateofthemap.org/tickets/	?	EN	Openstreetmap Foundation	"<p><strong>Academic Track</strong>: The 2021 edition of the academic track features nine scientific taks on Sunday: five talks in the early time block in the main track, and four additional sessions in a breakout room in the later time block. These talks are indicated with a science symbol below.</p><p>If you want to use an app to get reminders for talks in the schedule, you can use <a href=""https://f-droid.org/en/packages/net.gaast.giggity/"">Giggity</a>. More information on schedules for calendars and apps can be found <a href=""https://sotm.osmz.ru/2021.html"">here</a>.</p><p><strong>Self organized sessions</strong>: Besides the main programme of SotM we offer space for self-organized sessions. A lot of topics are well placed in smaller rounds. The only requirement that we have to your topic is that it has to be related to OpenStreetMap. We use a <a href=""https://wiki.openstreetmap.org/wiki/State_of_the_Map_2021/self-organized_sessions"">dedicated OSM wiki page</a> for the organization of such sessions so that everybody is able to jump in without any larger formal barrier.</p>"	<a href=”https://2007.stateofthemap.org/”>2007</a>	facebook,mapbox,grab,esri,google,nextbillion ai		"<ul><li>Live stream via <a href=""https://2021.stateofthemap.org/programme/"">webpage</a></li><li>Schedule via <a href=""https://f-droid.org/en/packages/net.gaast.giggity/"">Giggity</a></li><li>Venueless (nonfree) for interactivity</li></ul>"	"<p>The main track of the State of the Map with most talks of the general and academic <a href=""https://2021.stateofthemap.org/programme"">programme can be watched live here</a>. Note that if you have a conference ticket, you can watch all talks, ask questions and interact with sponsors and attendees on the conference platform at https://sotm2021.venueless.events/.</p>"	"<p><span class=""badge badge--orange"">Limited</span></p> <p>Backend is set up using non-free software (<em>venueless</em>) but users can connect with using Free Software (via browser) & do not need to install/use non-free software on their own device.</p>"	UTC	https://twitter.com/sotm							https://www.youtube.com/channel/UCLqJsr_5PfdvDFbgv1qp2aQ					
21150	off	20200925	20200927	FediConf	FediConf			https://fediconf.org/			Barcelona	ES	Lleialtat	https://www.openstreetmap.org/way/264735742#map=19/41.37293/2.13680	41.37293	2.1368	nococ	<p>The FediConf is a place where everyone interested in Free social networks, Descentralized technology and Free software can meet in person, share experiences, concerns, and progress in our fight for a better Internet.</p><p>Talks, debates and workshops during one weekend to put in common our interests and doubts, and to learn from each other.</p><p>--</p><p>La FediConf és un espai de trobada on totes aquelles persones interesades en les Xarxes Socials Lliures, la tecnología descentralitzada i el Software Lliure es poden probar en persona, compartir experiències, preocupacions i progressos en la nostra lluita per un internet millor.</p><p>Xerrades, taules de debat i tallers durant un cap de setmana per tal d'aunar interessos comúns, dubtes i aprenentatge.</p><p>--</p><p>La FediConf es un espacio de encuentro donde todas aquellas personas interesadas en las Redes Sociales Libres, la tecnología descentralizada y el Software Libre se pueden encontrar en persona, compartir experiencias, preocupaciones y progresos en nuestra lucha por un internet mejor.</p><p>Charlas, mesas de debate y talleres durante un fin de semana con el objetivo de aunar intereses comunes, dudas y aprendizaje.</p>	open	https://formularis.lleialtat.cat/fediconf-speakers	Community Event	Fediverse	?	?	?	CA/EN/ES	?										https://libertalia.world/@fediconf											
21151	linux	20190923	20190925	Open Networking Summit	Open Networking Summit	ONS		https://events.linuxfoundation.org/events/open-networking-summit-europe-2019/			Antwerp	BE													?																							
21152		20190923	20190926	INFORMATIK2019	INFORMATIK2019			https://gi.de/veranstaltung/informatik-2019-jahrestagung-der-gesellschaft-fuer-informatik/			Kassel	DE													?																							
21153		20190927	20190927	educode	educode			https://educode.be/			Brussels	BE													?																							
21154		20210512	20210513	Percona Live	Percona Live			https://www.percona.com/live/conferences	online	/img/eventbanners/2021/2021-percona-live.png			On the internet				https://www.percona.com/live/conferences/attend	<p>Percona Live is a community-focused event for database developers, administrators, and decision-makers to network with peers and technology professionals. Come learn from the best and brightest of the open source database community as they share their knowledge, experience, and use cases with you in small group sessions and tutorials.</p><p>Format</p><p>The conference will be held online in 2021 and be run over 2 days. We will have multiple tracks on various technologies and use cases and accessible overall time zones.</p><p>Our conference platform is heavily focussed on attendee experience and engagement and we think this is an awesome opportunity to get together virtually and chat and talk with like-minded people!.</p>	20210228	https://cfp.percona.com/	Project Event		Zero	https://cfp.percona.com/	?	EN						Youtube, Twitch, Slack				https://twitter.com/percona			https://github.com/percona		https://www.linkedin.com/company/percona							
21155		20200402	20200403	Open Access Barcamp	Open Access Barcamp			https://open-access.net/community/barcamp/barcamp-2020			Konstanz	DE	Universität Konstanz	https://www.openstreetmap.org/way/26878618	47.69006	9.18842	nococ	Mit dem Barcamp möchten wir Interessierten der Open-Access-Community die Möglichkeit bieten, in den Austausch miteinander zu treten, sich zu vernetzen und voneinander zu lernen. Das Format Barcamp ist im Gegensatz zu klassischen Konferenzen offener und verzichtet auf ein vorgegebenes Programm. Stattdessen können Teilnehmende sich selbstorganisiert zu den für sie spannenden Themen zusammenfinden. Dabei sind alle Themen rund um Open Access willkommen. So könnten z.B. die Umsetzung der DEAL-Verträge, die Verstetigung von Publikationsfonds, Open-Access-Monografien oder Open Access in bestimmten Fachdisziplinen diskutiert werden. Die Teilnehmenden entscheiden selbst, welche Sessions sie anbieten und welche sie besuchen möchten.			Unconference		Zero	no	?	DE																						
21156		20210927	20210929	Open-Access-Tage	Open-Access-Tage		oat20	https://open-access.net/community/open-access-tage-2021-online	online				On the Internet				nococ	<p>Die Open-Access-Tage 2021 werden in diesem Jahr online von dem Projekt open-access.network organisiert. Das Thema lautet Partizipation. Das Programmkomitee hat nun den Call for Posters and Pitches gestartet. Unter www.conftool.com/oat21/ können Poster und Videos bis zum 11. Juli 2021 eingereicht werden.</p><p>Mit dem Programmpunkt Posters and Pitches möchten die Organisator*inInnen in diesem Jahr die klassische Posterpräsentation der Open-Access-Tage erweitern und den Bewerber*inInnen die Möglichkeit bieten, die Open Access Community auf ihr Thema aufmerksam zu machen. Gewünscht ist die pointierte Vorstellung des eigenen Projekts, der Ergebnisse, der selbstentwickelten Open-Source-Tools und ähnlichem mit einem Poster oder einem Video von maximal zwei Minuten. Die Beiträge sind vollwertige Konferenzbeiträge mit anschließender Möglichkeit für Diskussion und Austausch. Es wird während der Open-Access-Tage eine Auszeichnung der besten Beiträge geben, über die von den Tagungsteilnehmenden virtuell abgestimmt wird.</p>	20210711	https://www.conftool.com/oat21/	Community Event	open access	Zero	?	400	DE	Open-acces.network						To be defined.	To be defined.	UTC+2	https://twitter.com/openaccessnet						https://www.facebook.com/openaccess.net						
																																																
21158		20191004	20191006	Hackers Congress	Hackers Congress			https://opt-out.hcpp.cz/			Prague	CZ													?																							
21159		20191004	20191006	suckless conference	suckless conference			https://suckless.org/conferences/2019/			Bad Liebenzell	DE													?																							
21160		20201003	20201003	LinuxDays	LinuxDays			https://www.linuxdays.cz/2020/en/	online				On the internet					The LinuxDays conference 2020 means two days of talks, workshops, booths of various projects (Fedora, Gentoo, Slax, openSUSE, vpsFree.cz, Python, Mozilla, brmlab, OpenAlt etc.), electronics ham-shack for children, lots of interesting people and lot of new information. Although the event is primarily held in the Czech language, there will be talks in English as well. The event is free of charge.							?	EN			2014																			
21161		20211002	20211003	PyConES	PyConES 2021	PyConES	PyConES	https://2021.es.pycon.org/ 	online				On the Internet					<p>La PyConES es la conferencia más grande de la comunidad Python en España, donde se dan cita profesionales y entusiastas del lenguaje para difundir su experiencia y conocimientos en varias sesiones de charlas y talleres. Este año se realizará de forma online durante los días 2 y 3 de octubre de 2021.</p>	20210516	https://2021.es.pycon.org/#c4p	Community Event	Python	?	?	?	ES										https://twitter.com/PyConES												
21162		20201017	20201018	Sonoj Convention	Sonoj Convention			https://www.sonoj.org/			Cologne	DE	?					The Sonoj Convention is an annual event in Cologne, Germany about music production with free and open source software. It features demonstrations, talks and hands-on workshops. Meet like-minded people, learn insider knowledge and tricks, participate in our one-hour production challenge!																														
21163		20191010	20191013	Ubucon Europe	Ubucon Europe			http://ubucon.org/en/events/ubucon-europe/			Sintra	PT													?																							
21164		20211113	20211114	FOSSCOMM	Free and Open Source Software Communities Meeting	FOSSCOM	FOSSCOMM	https://2021.fosscomm.gr/en/homepage/ 	online				On the Internet					<p>Fosscomm is an annual conference organized by Greek Free/Open Source Software communities. Taking place in a different city every year, it welcomes open technology communities, companies and programmers. Fosscomm hosts more than 800 participants annually. Starting from 2008, there have been 13 Fosscomm conferences in Athens, Larissa, Thessaloniki, Patras, Serres, Athens, Lamia, Piraeus, Athens, Heraklion, Lamia and Kastoria respectively.</p>	20211024	https://pretalx.2021.fosscomm.gr/fosscomm-2021/cfp	Community Event		Zero		?	GR	University of Macedonia					?				https://twitter.com/fosscomm2021						https://www.facebook.com/Fosscommgr						
21165		20191012	20191012	Hacktoberfest Poznań Meetup	Hacktoberfest Poznań Meetup			https://hacktoberfest.pl/			Poznań	PL													?																							
21166		20191017	20191018	TYPO3 Conference	TYPO3 Conference			https://t3con19.typo3.com/			The Hague	NL													?																							
21167		20211029	20211029	DINAcon	DINAcon		Dinacon	https://dinacon.ch/	offline-hybrid	/img/eventbanners/2021/2021-DINAcon_Logo.png 	Basel	CH	Baloise Park	https://www.openstreetmap.org/way/900453683	47.54876	7.59231		<p>Die DINAcon 2021 findet hybrid statt & wir ziehen um!</p><p>Nach vier tollen und erlebnisreichen Jahren im Welle7 Workspace in Bern zieht die DINAcon ans Dreiländereck. Mit einem Bekenntnis zu Open Source Software  und neuen, zentral am Basler Bahnhof gelegenen Konferenzräumlichkeiten hat DINAcon in der Baloise eine starke Locationpartnerin gefunden..</p>	20210618	https://dinacon.ch/cfs/	Community Event	Digital Sustainability	Zero	https://dinacon.ch/tickets/	?	DE	Forschungsstelle Digitale Nachhaltigkeit	DINACon Awards								https://www.facebook.com/dinacon.switzerland					https://www.linkedin.com/company/dinaconch	https://www.facebook.com/dinacon.switzerland						
21168		20211016	20211016	GNU/LinuxDay – Vorarlberg	GNU/LinuxDay – Vorarlberg			https://www.linuxday.at/	online		Dornbirn	AT	Höhere Technische Lehr- und Versuchsanstalt Dornbirn	https://www.openstreetmap.org/?mlat=47.4137&mlon=9.7227#map=14/47.4137/9.7227	47.4137	9.7227		<p>Der diesjährige LinuxDay findet am 16. Oktober statt. Ob der Veranstaltungsort die HTL Dornbirn ist, oder ob es wieder ein reines Online-Event wird, kann in diesen turbulenten Zeiten leider noch niemand einschätzen. Die Hauptsache ist: der LinuxDay wird auf alle Fälle stattfinden!</p>			Community Event	Vorarlberg	Zero	no	?	DE	Linux User Group Vorarlberg	Den ganzen Tag über stehen Probier-PCs mit gängigen Linux-Distributionen bereit.	1999				To be defined.	To be defined.	UTC+2													
21169		20191019	20191020	OggCamp (Free Culture/FLOSS Unconference)	OggCamp (Free Culture/FLOSS Unconference)			http://oggcamp.org/			Sheffield	GB													?													https://t.me/joinchat/AAAAAAsF-xo4ol9jAjNW8A										
21170		20210921	20210923	ApacheCon	ApacheCon			https://apachecon.com/acah2021/	online				On the internet				https://apachecon.com/acah2021/conduct.html	<p>Coming to your living room this September!</p><p>Join us from the comfort of your own home for three days of Apache project content across dozens of categories, from Big Data to Machine Learning to Search to Web Frameworks and more.</p>	https://apachecon.com/acah2021/cfp.html	20210503	Project Event	Apache	Zero	https://hopin.to/events/apachecon-home	Zero	EN	Apache Foundation		1998							https://twitter.com/apachecon												
21171		20201024	20201025	T-Dose	T-Dose			http://www.t-dose.org/			Geldrop / Eindhoven	NL	Hofdael	https://www.openstreetmap.org/#map=19/51.42298/5.56255	51.42298	5.56255	nococ	T-DOSE is a free and yearly event held in The Netherlands to promote use and development of Open Source Software. During this event, Open Source projects, developers and visitors can exchange ideas and knowledge.	20200915	https://t-dose.org/news/t-dose-2020-call-for-papers-and-projects/	Community Event	t-dose	?	?	?	EN / NL	T-DOSE Foundation									https://twitter.com/tdose												
21172		20211029	20211031	WikidataCon	WikidataCon			https://www.wikidata.org/wiki/Wikidata:WikidataCon_2021	online				On the internet					<p>The WikidataCon is an event focused on the Wikidata community in a broad sense: editors, tools builders, but also 3rd party reusers, partner organizations that are using or contributing to the data, the ecosystem of organizations working with Wikibase. The content of the conference will have some parts dedicated to people who want to learn more about Wikidata, some workshops and discussions for the community to share skills and exchange about their practices, and some space left to include side events for specific projects (WikiCite, Wikibase, GLAM, etc.).</p><p>Important: as the global COVID pandemic is still hitting the world, and the forecast for 2021 doesn’t indicate much improvement, the situation doesn’t allow us to plan a traditional onsite international conference. In 2021, we will not gather all participants in Berlin, and we will avoid any international travel. Instead, we are experimenting with a hybrid format for the conference: most of the content and interactions will take place online, and small, local gatherings will be possible, if the situation allows it.</p><p>In a similar way to the distributed Wikidata birthday events (2018, 2020), we will encourage Wikimedia chapters, local groups and communities to organize their part of the event, to support and gather people inside their country, and to contribute to the content, for example with running talks, workshops and discussions. Wikimedia Germany will provide the technical infrastructure and support the coordination of these distributed events.</p><p>The organization and coordination of the WikidataCon will be run by Wikimedia Germany in partnership with another organization: Wiki Movimento Brasil joined the organizing team and will bring their experience in running Wikidata community events. Together, we will make sure that the program includes a great diversity of speakers and we will prepare a physical event to gather the Wikidata community in Brazil. (announcement)</p><p>In these quite unpredictable times, organizing an event is a challenge, and the WikidataCon 2021 will definitely be one of a kind: we will have to adapt, to be agile, to make the best out of the situation, and to work closely with the local Wikidata groups all over the world. We’re looking forward to running this exciting experiment with you!</p>							?																							
21173		20201016	20201018	NixCon	NixCon 2020			https://2020.nixcon.org/	online				On the internet				https://2020.nixcon.org/code-of-conduct.html	<p>NixCon is a community-oriented conference for contributors and users of Nix and NixOS. It's about sharing experiences, inspiring people and discussing future development.</p><p>We would like to learn about how you use Nix and NixOS in your organization and what you are currently working on.</p><p>The growth of NixOS as a project brings its own challenges and we would like to know how you think the user experience can be improved and how NixOS can be scaled.</p>			Project Event	nixos	Zero	No	?	EN	Nixo		2015	Mutable,Equinix Metal		Youtube,IRC,Discord	Q&A	Free Frontend, partly proprietary backend	UTC+2	https://twitter.com/nixconf?ref_src=twsrc%5Etfw			https://github.com/nixcon/2020.nixcon.org									
21174		20191025	20191027	MiniDebConf in Vaumarcus	MiniDebConf in Vaumarcus			https://wiki.debian.org/DebianEvents/ch/2019/Vaumarcus			Vaumarcus	CH													?																							
21175	off	20191026	20191026	PSSOH Conference	PSSOH Conference			http://pssoh.etf.bg.ac.rs/			Belgrade	RS													?																							
21176		20201024	20201025	Linux Day across Italy	Linux Day across Italy		LinuxDayOnline	https://www.linuxday.it/2020/	online				On the internet								Regional Day				?				2001							https://twitter.com/LinuxDayItalia												
																																																
21178	linux	20191028	20191030	Open Source Summit + Embedded Linux Conference Europe	Open Source Summit + Embedded Linux Conference Europe			https://www.linuxfoundation.org/press-release/2019/01/the-linux-foundation-announces-2019-events-schedule/	online		Lyon	FR											50 $		?																							
21179		20211127	20211128	EmacsConf	EmacsConf 2021	EmacsConf	emacsconf	https://emacsconf.org/2021/  	online	/img/eventbanners/2021/2021-emacsconf-logo.png			On the internet				https://emacsconf.org/conduct/	<p>EmacsConf is the conference about the joy of Emacs, Emacs Lisp, and memorizing key bindings.</p><p>We are busy putting things together for EmacsConf 2021, and we would love to have your help to make EmacsConf 2021 amazing, much like the previous EmacsConfs. See our Call for Proposals, get involved, and help spread the word!</p><p>We are holding EmacsConf 2021 as an online conference again this year. We remain fully committed to freedom, and we will continue using our infrastructure and streaming setup consisting entirely of free software, much like previous EmacsConf conferences.</p><p>Come hang out with us in the #emacsconf channel on irc.libera.chat (the Libera.Chat IRC network). You can join the chat using your favourite IRC client, your favourite Matrix client, or by visiting chat.emacsconf.org in your web browser.</p>	20210930	https://emacsconf.org/2021/cfp/	Project Event	Emacs	Zero	No	?	EN	Emacs Hackers		<a href=”https://emacsconf.org/2013/”>2013</a>			To be defined.	To be defined.	"<p><span class=""badge badge--green"">Complete</span></p><p>Users can access all content and fully participate in an online event by using foss software only and the backend is using foss software only as well.</p>"														
21180		20210814	20210815	OpenFest	OpenFest			https://www.openfest.org/	online			BG	On the internet					<p>OpenFest is conference for open culture, free and open software and knowledge sharing. This is 19th edition and the first to be held on open-air premises. Also to be streamed online live.</p>			Community Event		Zero	?	?	BG	Open Projects Foundation		2003																			
21181		20200714	20200716	Promcon	Promcon			https://promcon.io/2020-online/	online	/img/eventbanners/2020/2020-promcon-online.png			On the internet				https://promcon.io/coc/	<p>PromCon Online 2020 is the fifth installment of the PromCon conference dedicated to the Prometheus monitoring system. It will take place online on July 14-16, 2020 (Tue - Thu).</p><p>PromCon aims to connect Prometheus users and developers from around the world in order to exchange knowledge, best practices, and experience gained around using Prometheus. We also want to collaborate to build a community and grow professional connections around systems and service monitoring.”</p>					Zero	https://promcon.io/2020-online/register/	?																							
